station,valid,tmpf,tmpc,dwpf,dwpc,relh,feel,sknt,mslp,p01m,p01i,gust,skyc1,skyl1,romps_LCL_m,lcl_estimate
SGU,2023-03-17 01:56,52.0,11.11,30.0,-1.11,42.65,52.0,3.0,1015.7,0.0,0.0,,CLR,,1514.4756118013818,1527.4999999999998
PVU,2023-03-17 01:56,38.0,3.33,17.1,-8.28,42.46,31.38,8.0,1021.6,0.0,0.0,,CLR,,1421.3106227692635,1451.25
LGU,2023-03-17 02:51,30.9,-0.61,16.0,-8.89,53.53,30.9,0.0,1025.0,0.0,0.0,,CLR,,1027.6570112794636,1035.0000000000002
MLF,2023-03-17 02:52,30.9,-0.61,23.0,-5.0,72.18,23.44,7.0,1020.4,0.0,0.0,,CLR,,553.0659643700918,548.75
BCE,2023-03-17 02:53,26.1,-3.28,18.0,-7.78,71.04,16.85,8.0,1017.0,0.0,0.0,,BKN,5000.0,605.7140990667475,562.5
CDC,2023-03-17 02:53,32.0,0.0,25.0,-3.89,75.07,24.78,7.0,1019.3,0.0,0.0,,BKN,4800.0,482.18360875067424,486.25
PUC,2023-03-17 02:53,28.9,-1.72,12.9,-10.61,50.7,16.38,16.0,1023.3,0.0,0.0,25.0,CLR,,1117.0420984902005,1111.2499999999998
VEL,2023-03-17 02:53,24.1,-4.39,12.0,-11.11,59.42,24.1,0.0,1026.5,0.0,0.0,,FEW,5500.0,890.8468065156776,840.0
CNY,2023-03-17 02:53,34.0,1.11,10.0,-12.22,36.27,22.7,17.0,1020.2,0.0,0.0,,CLR,,1631.3051325737495,1666.25
OGD,2023-03-17 02:53,36.0,2.22,6.0,-14.44,28.1,32.09,4.0,1021.4,0.0,0.0,,CLR,,2024.6794341608772,2082.5
SLC,2023-03-17 02:54,38.0,3.33,10.0,-12.22,31.08,31.97,7.0,1021.3,0.0,0.0,,FEW,5500.0,1895.4225769234006,1943.75
HIF,2023-03-17 02:55,32.2,0.11,5.5,-14.72,31.82,21.82,13.0,1021.5,0.0,0.0,,CLR,,1808.8946985752711,1853.75
ENV,2023-03-17 02:56,35.0,1.67,19.0,-7.22,51.47,30.08,5.0,1024.0,0.0,0.0,,CLR,,1101.5015531349472,1111.25
PVU,2023-03-17 02:56,37.0,2.78,19.0,-7.22,47.74,30.87,7.0,1022.0,0.0,0.0,,CLR,,1231.5612067002191,1250.0
SGU,2023-03-17 02:56,49.0,9.44,28.0,-2.22,44.1,45.88,6.0,1016.6,0.0,0.0,,CLR,,1437.6956816033598,1457.5
LGU,2023-03-17 03:51,27.0,-2.78,16.0,-8.89,62.78,27.0,0.0,1025.4,0.0,0.0,,CLR,,794.7461956553032,763.7500000000001
MLF,2023-03-17 03:52,32.0,0.0,23.0,-5.0,69.04,23.51,9.0,1020.7,0.0,0.0,,CLR,,618.9412038252402,625.0
BCE,2023-03-17 03:53,24.1,-4.39,19.0,-7.22,80.59,15.15,7.0,1017.6,0.0,0.0,,OVC,3400.0,418.1374925902674,353.75
CDC,2023-03-17 03:53,32.0,0.0,24.1,-4.39,72.3,24.11,8.0,1019.6,0.0,0.0,,CLR,,543.8042047333258,548.75
PUC,2023-03-17 03:53,28.0,-2.22,12.9,-10.61,52.61,15.59,15.0,1023.4,0.0,0.0,27.0,CLR,,1063.1625952835618,1048.7499999999998
VEL,2023-03-17 03:53,19.9,-6.72,12.0,-11.11,70.95,13.29,4.0,1027.2,0.0,0.0,,CLR,,639.601365899859,548.75
CNY,2023-03-17 03:53,30.9,-0.61,10.9,-11.72,42.78,22.15,9.0,1021.0,0.0,0.0,,CLR,,1370.2240142752337,1388.7500000000002
OGD,2023-03-17 03:53,36.0,2.22,6.0,-14.44,28.1,36.0,0.0,1021.4,0.0,0.0,,CLR,,2024.6794341608772,2082.5
SLC,2023-03-17 03:54,37.0,2.78,10.0,-12.22,32.2,29.73,9.0,1021.4,0.0,0.0,,CLR,,1833.8819278727144,1875.0
HIF,2023-03-17 03:55,31.5,-0.28,7.0,-13.89,35.04,23.5,8.0,1021.4,0.0,0.0,18.0,CLR,,1666.3305668978655,1701.2500000000002
ENV,2023-03-17 03:56,34.0,1.11,19.0,-7.22,53.77,29.76,4.0,1024.3,0.0,0.0,,CLR,,1027.1830342304522,1041.25
PVU,2023-03-17 03:56,36.0,2.22,15.1,-9.39,41.96,36.0,0.0,1022.5,0.0,0.0,,CLR,,1425.6349887997815,1451.2500000000002
SGU,2023-03-17 03:56,46.0,7.78,30.9,-0.61,55.36,41.36,8.0,1017.4,0.0,0.0,,CLR,,1041.7122074499657,1048.75
LGU,2023-03-17 04:51,24.1,-4.39,16.0,-8.89,70.81,19.66,3.0,1026.0,0.0,0.0,,CLR,,621.3835302962601,562.5000000000001
MLF,2023-03-17 04:52,28.9,-1.72,24.1,-4.39,82.0,21.8,6.0,1021.0,0.0,0.0,,CLR,,358.05993633923754,333.75
BCE,2023-03-17 04:53,24.1,-4.39,18.0,-7.78,77.21,24.1,0.0,1017.5,0.0,0.0,,BKN,3300.0,485.8804100496649,423.75000000000006
OGD,2023-03-17 04:53,34.0,1.11,8.1,-13.28,33.31,30.97,3.0,1021.5,0.0,0.0,,CLR,,1757.5348488497107,1798.7499999999998
CDC,2023-03-17 04:53,32.0,0.0,24.1,-4.39,72.3,24.78,7.0,1020.0,0.0,0.0,,FEW,4400.0,543.8036739065468,548.75
PUC,2023-03-17 04:53,27.0,-2.78,10.9,-11.72,50.17,13.52,17.0,1023.8,0.0,0.0,23.0,CLR,,1137.768359382421,1117.5000000000002
VEL,2023-03-17 04:53,17.1,-8.28,9.0,-12.78,69.99,8.7,5.0,1027.5,0.0,0.0,,CLR,,673.4753533108939,562.5
CNY,2023-03-17 04:53,30.0,-1.11,12.9,-10.61,48.48,22.34,7.0,1021.1,0.0,0.0,,CLR,,1182.551078885084,1187.5
SLC,2023-03-17 04:54,36.0,2.22,12.9,-10.61,38.1,29.65,7.0,1021.7,0.0,0.0,,CLR,,1572.9333140780184,1603.75
HIF,2023-03-17 04:55,30.6,-0.78,9.1,-12.72,39.95,21.21,10.0,1021.7,0.0,0.0,,CLR,,1472.8806737974885,1492.5000000000002
ENV,2023-03-17 04:56,34.0,1.11,17.1,-8.28,49.55,28.77,5.0,1024.3,0.0,0.0,,CLR,,1155.43680598883,1173.7499999999998
PVU,2023-03-17 04:56,36.0,2.22,18.0,-7.78,47.58,29.65,7.0,1022.7,0.0,0.0,,CLR,,1230.6774211380875,1250.0
SGU,2023-03-17 04:56,45.0,7.22,30.0,-1.11,55.43,40.13,8.0,1017.8,0.0,0.0,,CLR,,1034.3894974974955,1041.25
LGU,2023-03-17 05:51,26.1,-3.28,15.1,-9.39,62.65,16.18,9.0,1025.3,0.0,0.0,,CLR,,801.8395871430196,763.7500000000001
MLF,2023-03-17 05:52,30.0,-1.11,23.0,-5.0,74.87,20.46,10.0,1020.7,0.0,0.0,,CLR,,499.10469677315933,486.24999999999994
BCE,2023-03-17 05:53,21.9,-5.61,17.1,-8.28,81.46,21.9,0.0,1017.3,0.0,0.0,,SCT,3900.0,415.17477186027514,333.7499999999999
OGD,2023-03-17 05:53,33.0,0.56,9.0,-12.78,35.96,33.1,0.0,1021.6,0.0,0.0,,CLR,,1636.1628198018932,1667.5
CDC,2023-03-17 05:53,32.0,0.0,24.1,-4.39,72.3,24.78,7.0,1019.4,0.0,0.0,,BKN,4100.0,543.8044703031985,548.75
PUC,2023-03-17 05:53,26.1,-3.28,9.0,-12.78,47.83,13.13,15.0,1023.9,0.0,0.0,,CLR,,1211.2284527839272,1187.5
VEL,2023-03-17 05:53,15.1,-9.39,9.0,-12.78,76.34,6.32,5.0,1027.7,0.0,0.0,,CLR,,553.6663917740732,423.74999999999983
CNY,2023-03-17 05:53,30.9,-0.61,9.0,-12.78,39.29,30.9,0.0,1020.8,0.0,0.0,,CLR,,1497.4309930817578,1521.25
SLC,2023-03-17 05:54,34.0,1.11,15.1,-9.39,45.43,27.22,7.0,1021.7,0.0,0.0,,CLR,,1289.995428757004,1312.5
HIF,2023-03-17 05:55,28.8,-1.78,11.1,-11.61,47.01,16.25,16.0,1021.7,0.0,0.0,,CLR,,1231.7832135584383,1228.75
ENV,2023-03-17 05:56,34.0,1.11,16.0,-8.89,47.25,27.94,6.0,1024.2,0.0,0.0,,CLR,,1229.3170206524424,1250.0
PVU,2023-03-17 05:56,32.0,0.0,18.0,-7.78,55.82,26.4,5.0,1022.9,0.0,0.0,,CLR,,958.4380809330931,972.5
SGU,2023-03-17 05:56,44.0,6.67,30.0,-1.11,57.37,39.02,8.0,1018.0,0.0,0.0,,CLR,,971.9292828745982,972.5
LGU,2023-03-17 06:51,26.1,-3.28,10.9,-11.72,52.07,26.1,0.0,1025.3,0.0,0.0,,CLR,,1084.0932635347758,1055.0000000000002
MLF,2023-03-17 06:52,28.0,-2.22,21.0,-6.11,74.67,19.19,8.0,1021.0,0.0,0.0,,CLR,,515.610648111052,486.25
BCE,2023-03-17 06:53,18.0,-7.78,14.0,-10.0,84.05,12.68,3.0,1017.6,0.0,0.0,,FEW,4300.0,391.17129988919703,277.49999999999994
CDC,2023-03-17 06:53,30.9,-0.61,23.0,-5.0,72.18,24.21,6.0,1019.7,0.0,0.0,,SCT,4000.0,553.0668605473535,548.75
PUC,2023-03-17 06:53,25.0,-3.89,8.1,-13.28,48.08,12.6,13.0,1023.9,0.0,0.0,,CLR,,1205.645793318562,1173.7499999999998
VEL,2023-03-17 06:53,16.0,-8.89,8.1,-13.28,70.5,16.0,0.0,1027.3,0.0,0.0,,CLR,,667.7134240268637,548.7499999999999
CNY,2023-03-17 06:53,28.0,-2.22,12.0,-11.11,50.56,28.0,0.0,1020.8,0.0,0.0,,CLR,,1123.5741281866428,1111.2499999999998
OGD,2023-03-17 06:53,33.0,0.56,9.0,-12.78,35.96,28.7,4.0,1021.3,0.0,0.0,,CLR,,1636.1634353681845,1667.5
SLC,2023-03-17 06:54,34.0,1.11,15.1,-9.39,45.43,28.77,5.0,1021.5,0.0,0.0,,CLR,,1289.9958546867554,1312.5
HIF,2023-03-17 06:55,27.9,-2.28,11.7,-11.28,50.09,14.7,17.0,1021.4,0.0,0.0,22.0,CLR,,1137.9840777877118,1125.0
PVU,2023-03-17 06:56,32.0,0.0,19.0,-7.22,58.27,28.69,3.0,1023.0,0.0,0.0,,CLR,,890.6915859836352,902.5
SGU,2023-03-17 06:56,43.0,6.11,30.0,-1.11,59.83,39.46,5.0,1018.2,0.0,0.0,,CLR,,896.9442072768139,902.5000000000001
ENV,2023-03-17 06:56,33.0,0.56,16.0,-8.89,48.98,27.7,5.0,1024.2,0.0,0.0,,CLR,,1167.6977598880721,1181.2500000000002
LGU,2023-03-17 07:51,19.9,-6.72,12.0,-11.11,70.95,14.86,3.0,1026.0,0.0,0.0,,CLR,,639.6023910705832,548.75
BCE,2023-03-17 07:53,14.0,-10.0,10.9,-11.72,87.2,5.02,5.0,1018.2,0.0,0.0,,BKN,4200.0,360.1934502671513,215.00000000000009
OGD,2023-03-17 07:53,32.0,0.0,10.0,-12.22,39.31,32.0,0.0,1021.2,0.0,0.0,,CLR,,1495.942889563874,1527.5
CDC,2023-03-17 07:53,30.0,-1.11,21.9,-5.61,71.48,22.34,7.0,1019.7,0.0,0.0,,BKN,4700.0,574.0897073598716,562.5
PUC,2023-03-17 07:53,24.1,-4.39,5.0,-15.0,43.36,11.45,13.0,1023.6,0.0,0.0,21.0,CLR,,1358.455418334952,1326.25
VEL,2023-03-17 07:53,16.0,-8.89,5.0,-15.0,61.23,6.26,6.0,1026.9,0.0,0.0,,CLR,,874.8674237118149,763.7499999999999
CNY,2023-03-17 07:53,25.0,-3.89,15.1,-9.39,65.58,19.25,4.0,1021.0,0.0,0.0,,CLR,,736.0210846576515,687.5
SLC,2023-03-17 07:54,30.9,-0.61,19.9,-6.72,63.31,30.9,0.0,1021.8,0.0,0.0,,CLR,,763.8425578823557,763.7499999999999
HIF,2023-03-17 07:55,26.8,-2.89,11.8,-11.22,52.65,12.56,19.0,1021.1,0.0,0.0,24.0,CLR,,1065.4459060378406,1041.25
ENV,2023-03-17 07:56,28.0,-2.22,19.9,-6.72,71.25,28.0,0.0,1024.6,0.0,0.0,,CLR,,590.5663163357887,562.5
PVU,2023-03-17 07:56,30.9,-0.61,18.0,-7.78,58.36,25.09,5.0,1022.8,0.0,0.0,,CLR,,892.6533907404665,896.25
SGU,2023-03-17 07:56,42.0,5.56,28.9,-1.72,59.22,42.1,0.0,1018.2,0.0,0.0,,CLR,,909.5759241747319,909.9999999999999
LGU,2023-03-17 08:51,19.0,-7.22,12.9,-10.61,76.72,19.0,0.0,1025.8,0.0,0.0,,CLR,,525.1708537907382,423.74999999999994
MLF,2023-03-17 08:52,26.1,-3.28,19.9,-6.72,77.06,16.85,8.0,1021.0,0.0,0.0,,CLR,,476.81904418030535,430.0
BCE,2023-03-17 08:53,19.9,-6.72,16.0,-8.89,84.55,10.96,6.0,1016.7,0.0,0.0,,OVC,5000.0,369.78348476899396,271.2500000000001
OGD,2023-03-17 08:53,32.0,0.0,10.9,-11.72,40.92,28.69,3.0,1021.3,0.0,0.0,,CLR,,1435.7720169219788,1465.0
CDC,2023-03-17 08:53,30.0,-1.11,23.0,-5.0,74.87,22.34,7.0,1019.6,0.0,0.0,,OVC,5000.0,499.1059613149708,486.24999999999994
PUC,2023-03-17 08:53,24.1,-4.39,1.9,-16.72,37.58,15.15,7.0,1023.3,0.0,0.0,16.0,CLR,,1564.1193627003058,1541.2499999999998
CNY,2023-03-17 08:53,24.1,-4.39,16.0,-8.89,70.81,18.19,4.0,1021.2,0.0,0.0,,CLR,,621.3884197513685,562.5000000000001
VEL,2023-03-17 08:53,14.0,-10.0,4.0,-15.56,63.53,5.02,5.0,1027.0,0.0,0.0,,CLR,,828.3333256894674,695.0000000000001
SLC,2023-03-17 08:54,30.9,-0.61,21.0,-6.11,66.34,26.14,4.0,1021.6,0.0,0.0,,CLR,,689.1668726899973,687.5
HIF,2023-03-17 08:55,26.2,-3.22,12.2,-11.0,54.93,12.86,16.0,1021.4,0.0,0.0,23.0,CLR,,1002.9363989618363,972.4999999999999
ENV,2023-03-17 08:56,28.0,-2.22,19.0,-7.22,68.57,28.0,0.0,1024.4,0.0,0.0,,CLR,,651.4773633013479,625.0
PVU,2023-03-17 08:56,30.0,-1.11,16.0,-8.89,55.52,26.4,3.0,1022.8,0.0,0.0,,CLR,,973.9779915840367,972.5
SGU,2023-03-17 08:56,38.0,3.33,30.9,-0.61,75.64,32.64,6.0,1018.9,0.0,0.0,,CLR,,484.23906616971055,492.5
LGU,2023-03-17 09:51,17.1,-8.28,14.0,-10.0,87.38,11.66,3.0,1026.1,0.0,0.0,,CLR,,337.1285129416544,215.00000000000009
BCE,2023-03-17 09:53,18.0,-7.78,15.1,-9.39,88.2,12.68,3.0,1016.8,0.0,0.0,,BKN,5000.0,316.7154780747227,201.25000000000003
OGD,2023-03-17 09:53,30.0,-1.11,14.0,-10.0,50.88,30.0,0.0,1021.6,0.0,0.0,,CLR,,1108.6931361394659,1111.25
CDC,2023-03-17 09:53,28.9,-1.72,23.0,-5.0,78.3,23.8,4.0,1019.1,0.0,0.0,,OVC,6000.0,433.33400821152526,410.00000000000006
PUC,2023-03-17 09:53,23.0,-5.0,3.0,-16.11,41.42,13.81,7.0,1023.3,0.0,0.0,,CLR,,1425.4407454442264,1388.75
VEL,2023-03-17 09:53,8.1,-13.28,1.0,-17.22,72.2,-1.99,5.0,1027.4,0.0,0.0,,CLR,,667.8943054771042,492.49999999999994
CNY,2023-03-17 09:53,23.0,-5.0,16.0,-8.89,74.15,18.4,3.0,1021.5,0.0,0.0,,CLR,,555.5613390503834,486.25000000000006
SLC,2023-03-17 09:54,30.9,-0.61,19.9,-6.72,63.31,30.9,0.0,1021.7,0.0,0.0,,CLR,,763.8427123009808,763.7499999999999
HIF,2023-03-17 09:55,25.5,-3.61,12.4,-10.89,57.05,13.24,13.0,1021.4,0.0,0.0,,CLR,,947.7000443779385,910.0000000000001
ENV,2023-03-17 09:56,28.9,-1.72,18.0,-7.78,63.31,25.14,3.0,1024.2,0.0,0.0,,CLR,,773.0959627375736,757.5000000000001
PVU,2023-03-17 09:56,28.9,-1.72,16.0,-8.89,58.06,22.71,5.0,1022.7,0.0,0.0,,CLR,,908.4674032464533,896.2500000000001
SGU,2023-03-17 09:56,38.0,3.33,30.0,-1.11,72.93,32.64,6.0,1018.8,0.0,0.0,,CLR,,545.9359865732791,555.0
LGU,2023-03-17 10:51,18.0,-7.78,12.0,-11.11,76.97,18.0,0.0,1025.8,0.0,0.0,,CLR,,525.7787514373109,416.2499999999999
MLF,2023-03-17 10:52,25.0,-3.89,19.0,-7.22,77.62,16.25,7.0,1020.6,0.0,0.0,,CLR,,472.04602998970074,416.24999999999994
BCE,2023-03-17 10:53,19.0,-7.22,15.1,-9.39,84.49,12.24,4.0,1016.0,0.0,0.0,,OVC,4100.0,376.7014777820962,271.2500000000001
OGD,2023-03-17 10:53,28.9,-1.72,12.9,-10.61,50.7,25.14,3.0,1021.6,0.0,0.0,,CLR,,1117.0448924460597,1111.2499999999998
CDC,2023-03-17 10:53,28.0,-2.22,21.9,-5.61,77.57,28.0,0.0,1019.1,0.0,0.0,,OVC,6000.0,454.30298963119657,423.75
VEL,2023-03-17 10:53,8.1,-13.28,1.0,-17.22,72.2,1.37,3.0,1027.6,0.0,0.0,,CLR,,667.8942044792318,492.49999999999994
CNY,2023-03-17 10:53,23.0,-5.0,16.0,-8.89,74.15,23.0,0.0,1021.5,0.0,0.0,,CLR,,555.5613390503834,486.25000000000006
PUC,2023-03-17 10:53,23.0,-5.0,4.0,-15.56,43.17,12.32,9.0,1023.4,0.0,0.0,,CLR,,1365.9316807334762,1320.0
SLC,2023-03-17 10:54,28.9,-1.72,19.9,-6.72,68.67,23.8,4.0,1021.7,0.0,0.0,,CLR,,644.4323498567592,625.0
HIF,2023-03-17 10:55,24.8,-4.0,12.0,-11.11,57.71,12.34,13.0,1021.4,0.0,0.0,,CLR,,932.6470069280557,888.7499999999999
ENV,2023-03-17 10:56,25.0,-3.89,18.0,-7.78,74.36,25.0,0.0,1024.2,0.0,0.0,,CLR,,539.8621864783207,486.25
PVU,2023-03-17 10:56,28.9,-1.72,15.1,-9.39,55.83,28.9,0.0,1022.6,0.0,0.0,,CLR,,969.1533016857887,958.7500000000001
SGU,2023-03-17 10:56,39.0,3.89,28.9,-1.72,66.79,34.71,5.0,1018.5,0.0,0.0,,CLR,,696.7632143524166,701.25
LGU,2023-03-17 11:51,12.9,-10.61,9.0,-12.78,84.07,3.71,5.0,1026.8,0.0,0.0,,CLR,,421.80309897691836,271.25
MLF,2023-03-17 11:52,24.1,-4.39,19.0,-7.22,80.59,14.38,8.0,1020.9,0.0,0.0,,CLR,,418.13489373607456,353.75
BCE,2023-03-17 11:53,18.0,-7.78,12.9,-10.61,80.09,7.71,7.0,1016.3,0.0,0.0,,SCT,3700.0,465.21098796361827,353.7499999999999
OGD,2023-03-17 11:53,27.0,-2.78,14.0,-10.0,57.53,27.0,0.0,1021.9,0.0,0.0,,CLR,,929.6699002387968,902.5000000000001
CDC,2023-03-17 11:53,27.0,-2.78,21.9,-5.61,80.83,27.0,0.0,1019.2,0.0,0.0,,BKN,6000.0,394.43291350733284,353.75000000000006
PUC,2023-03-17 11:53,21.9,-5.61,5.0,-15.0,47.56,10.3,10.0,1023.8,0.0,0.0,,CLR,,1227.2203851120437,1173.75
VEL,2023-03-17 11:53,12.0,-11.11,1.9,-16.72,63.25,-0.52,8.0,1027.3,0.0,0.0,,CLR,,841.6417103045862,701.2499999999999
CNY,2023-03-17 11:53,21.0,-6.11,16.0,-8.89,80.69,14.57,4.0,1021.9,0.0,0.0,,CLR,,435.6331898293656,347.50000000000006
SLC,2023-03-17 11:54,28.0,-2.22,21.9,-5.61,77.57,28.0,0.0,1021.3,0.0,0.0,,CLR,,454.3008161258483,423.75
HIF,2023-03-17 11:55,23.7,-4.61,12.2,-11.0,60.96,11.44,12.0,1021.7,0.0,0.0,20.0,CLR,,853.4958938680645,798.75
ENV,2023-03-17 11:56,25.0,-3.89,17.1,-8.28,71.53,19.25,4.0,1024.3,0.0,0.0,,CLR,,600.8228849373872,548.7499999999999
PVU,2023-03-17 11:56,26.1,-3.28,16.0,-8.89,65.16,19.39,5.0,1023.1,0.0,0.0,,CLR,,740.9256044746871,701.2500000000001
SGU,2023-03-17 11:56,38.0,3.33,28.9,-1.72,69.73,34.31,4.0,1018.8,0.0,0.0,,CLR,,621.327363951922,631.25
LGU,2023-03-17 12:51,10.9,-11.72,6.0,-14.44,80.57,10.9,0.0,1027.6,0.0,0.0,,CLR,,495.9925151631622,339.9999999999999
MLF,2023-03-17 12:52,24.1,-4.39,18.0,-7.78,77.21,13.69,9.0,1021.3,0.0,0.0,,CLR,,485.87708046388263,423.75000000000006
BCE,2023-03-17 12:53,16.0,-8.89,12.0,-11.11,83.91,5.28,7.0,1017.3,0.0,0.0,,BKN,4200.0,406.1117833676283,277.4999999999999
OGD,2023-03-17 12:53,27.0,-2.78,14.0,-10.0,57.53,19.51,6.0,1022.7,0.0,0.0,,CLR,,929.6687632061487,902.5000000000001
CDC,2023-03-17 12:53,26.1,-3.28,21.9,-5.61,83.89,26.1,0.0,1019.8,0.0,0.0,,CLR,,340.57494024057814,291.25000000000006
PUC,2023-03-17 12:53,19.9,-6.72,5.0,-15.0,51.77,12.03,5.0,1024.8,0.0,0.0,,CLR,,1107.9124741267394,1035.0000000000002
VEL,2023-03-17 12:53,10.9,-11.72,1.9,-16.72,66.41,4.57,3.0,1028.5,0.0,0.0,,CLR,,775.8947847706594,624.9999999999998
CNY,2023-03-17 12:53,21.9,-5.61,16.0,-8.89,77.67,21.9,0.0,1022.8,0.0,0.0,,CLR,,489.6244741384723,410.00000000000006
SLC,2023-03-17 12:54,28.9,-1.72,19.9,-6.72,68.67,28.9,0.0,1021.9,0.0,0.0,,CLR,,644.4320921311461,625.0
HIF,2023-03-17 12:55,22.6,-5.22,11.8,-11.22,62.72,9.05,14.0,1022.9,0.0,0.0,19.0,CLR,,814.6351631754351,750.0000000000001
ENV,2023-03-17 12:56,23.0,-5.0,17.1,-8.28,77.77,23.0,0.0,1025.1,0.0,0.0,,CLR,,481.09646650570136,409.99999999999994
PVU,2023-03-17 12:56,26.1,-3.28,14.0,-10.0,59.71,21.94,3.0,1023.6,0.0,0.0,,CLR,,875.9064574697762,840.0000000000001
SGU,2023-03-17 12:56,37.0,2.78,28.9,-1.72,72.24,34.4,3.0,1019.4,0.0,0.0,,CLR,,559.1210468881902,562.5
LGU,2023-03-17 13:51,10.9,-11.72,7.0,-13.89,83.93,10.9,0.0,1028.3,0.0,0.0,,CLR,,435.8596485472462,271.25
MLF,2023-03-17 13:52,24.1,-4.39,18.0,-7.78,77.21,15.15,7.0,1021.8,0.0,0.0,,CLR,,485.8766442064403,423.75000000000006
BCE,2023-03-17 13:53,14.0,-10.0,10.0,-12.22,83.77,8.11,3.0,1019.0,0.0,0.0,,BKN,4500.0,420.67366959691964,277.50000000000006
OGD,2023-03-17 13:53,26.1,-3.28,14.0,-10.0,59.71,20.53,4.0,1023.2,0.0,0.0,,CLR,,875.9069893622503,840.0000000000001
CDC,2023-03-17 13:53,26.1,-3.28,21.9,-5.61,83.89,26.1,0.0,1020.8,0.0,0.0,,CLR,,340.5742075996143,291.25000000000006
VEL,2023-03-17 13:53,10.0,-12.22,1.9,-16.72,69.13,10.0,0.0,1029.3,0.0,0.0,,CLR,,721.9986995594687,562.4999999999998
CNY,2023-03-17 13:53,19.9,-6.72,17.1,-8.28,88.68,19.9,0.0,1023.5,0.0,0.0,,CLR,,295.2014380863512,194.99999999999994
PUC,2023-03-17 13:53,21.9,-5.61,4.0,-15.56,45.22,13.37,6.0,1025.1,0.0,0.0,,CLR,,1300.2539116677817,1243.75
SLC,2023-03-17 13:54,28.9,-1.72,21.0,-6.11,71.96,28.9,0.0,1023.3,0.0,0.0,,CLR,,569.6297527437994,548.7500000000001
HIF,2023-03-17 13:55,22.1,-5.5,11.1,-11.61,62.1,5.65,21.0,1023.3,0.0,0.0,29.0,CLR,,831.6681782468155,763.7499999999999
ENV,2023-03-17 13:56,23.0,-5.0,17.1,-8.28,77.77,18.4,3.0,1025.9,0.0,0.0,,CLR,,481.0958108591423,409.99999999999994
PVU,2023-03-17 13:56,27.0,-2.78,14.0,-10.0,57.53,21.58,4.0,1024.3,0.0,0.0,,CLR,,929.666494474784,902.5000000000001
SGU,2023-03-17 13:56,36.0,2.22,28.0,-2.22,72.43,31.15,5.0,1019.9,0.0,0.0,,CLR,,551.8713760020593,555.0
LGU,2023-03-17 14:51,14.0,-10.0,12.0,-11.11,91.57,8.11,3.0,1028.2,0.0,0.0,,CLR,,286.0219067757781,138.74999999999994
MLF,2023-03-17 14:52,28.9,-1.72,19.9,-6.72,68.67,20.29,8.0,1022.4,0.0,0.0,,CLR,,644.4314482588654,625.0
OGD,2023-03-17 14:53,30.0,-1.11,14.0,-10.0,50.88,30.0,0.0,1023.6,0.0,0.0,,CLR,,1108.6896916983587,1111.25
CDC,2023-03-17 14:53,28.0,-2.22,21.9,-5.61,77.57,28.0,0.0,1021.2,0.0,0.0,,CLR,,454.30091471807117,423.75
PUC,2023-03-17 14:53,27.0,-2.78,3.0,-16.11,35.06,15.16,13.0,1024.9,0.0,0.0,21.0,CLR,,1663.9483754988396,1666.25
VEL,2023-03-17 14:53,12.0,-11.11,3.0,-16.11,66.56,12.0,0.0,1029.8,0.0,0.0,,CLR,,768.5151936283756,625.0
CNY,2023-03-17 14:53,27.0,-2.78,19.0,-7.22,71.45,27.0,0.0,1023.3,0.0,0.0,,CLR,,591.7033714913384,554.9999999999999
BCE,2023-03-17 14:53,8.1,-13.28,6.0,-14.44,91.34,8.1,0.0,1020.9,0.0,0.0,,CLR,,328.0507005337743,145.00000000000003
SLC,2023-03-17 14:54,33.0,0.56,16.0,-8.89,48.98,28.7,4.0,1022.5,0.0,0.0,,CLR,,1167.7011452011582,1181.2500000000002
HIF,2023-03-17 14:55,23.7,-4.61,11.5,-11.39,59.1,9.2,17.0,1023.6,0.0,0.0,24.0,CLR,,900.4708148493683,847.5
ENV,2023-03-17 14:56,28.0,-2.22,18.0,-7.78,65.69,28.0,0.0,1026.1,0.0,0.0,,CLR,,719.234954404168,695.0000000000001
PVU,2023-03-17 14:56,28.9,-1.72,15.1,-9.39,55.83,25.14,3.0,1024.7,0.0,0.0,,CLR,,969.1500098222164,958.7500000000001
SGU,2023-03-17 14:56,40.0,4.44,28.0,-2.22,62.15,36.65,4.0,1020.4,0.0,0.0,,CLR,,820.5167827291045,832.5
LGU,2023-03-17 15:51,18.0,-7.78,12.0,-11.11,76.97,12.68,3.0,1028.7,0.0,0.0,,CLR,,525.7767388219385,416.2499999999999
MLF,2023-03-17 15:52,32.0,0.0,19.0,-7.22,58.27,22.47,11.0,1022.4,0.0,0.0,,CLR,,890.6926294021315,902.5
BCE,2023-03-17 15:53,19.0,-7.22,12.0,-11.11,73.73,12.24,4.0,1019.4,0.0,0.0,,CLR,,585.7594883209572,486.24999999999994
OGD,2023-03-17 15:53,33.0,0.56,15.1,-9.39,47.1,27.7,5.0,1023.6,0.0,0.0,,CLR,,1228.1875179251256,1243.7500000000002
CDC,2023-03-17 15:53,30.0,-1.11,21.9,-5.61,71.48,30.0,0.0,1021.6,0.0,0.0,,CLR,,574.0873119628078,562.5
PUC,2023-03-17 15:53,30.0,-1.11,3.0,-16.11,31.01,18.58,14.0,1024.9,0.0,0.0,,CLR,,1842.2443793557327,1875.0
